feature_family	feature_id	modality	aggregation_level	n_observations	n_scoreable	n_datasets	n_patients	median_coverage	n_exact_pairs	n_support_only_pairs	paired_spearman	paired_diagnostic_status	replicate_profile_median_spearman	n_replicate_pairs	repeatability_status	technical_status	D2_class	D2_reason	modality_evidence_status	n_paired_bulk_evidence	perturbation_repeatability
mechanism_component	mechanism__neutrophil_tan_net__reactome_neutrophil_degranulation	bulk_perturbation	perturbation_sample	24	24	1	1	0.9288702928870293	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.9047619047619048
mechanism_component	mechanism__neutrophil_tan_net__reactome_neutrophil_degranulation	scRNA	expression_unit	32821	32821	44	1106	0.9895397489539749	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__neutrophil_tan_net__reactome_neutrophil_degranulation	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__neutrophil_tan_net__reactome_neutrophil_degranulation	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__neutrophil_tan_net__reactome_neutrophil_degranulation	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__neutrophil_tan_net__sentinel_neutrophil_net	bulkRNA	bulk_sample	24	24	1	24	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.8095238095238096	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__neutrophil_tan_net__sentinel_neutrophil_net	bulk_perturbation	perturbation_sample	24	24	1	1	0.8	2.0	1.0		paired_descriptive_insufficient_n	0.8095238095238096	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.8095238095238096
mechanism_component	mechanism__neutrophil_tan_net__sentinel_neutrophil_net	scRNA	expression_unit	32821	32821	44	1106	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.8095238095238096	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	measurable	positive_study_family_outer_stability_with_technical_route_concordance_and_null_separation	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__neutrophil_tan_net__sentinel_neutrophil_net	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__neutrophil_tan_net__sentinel_neutrophil_net	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__neutrophil_tan_net__sentinel_neutrophil_net	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__suppressive_myeloid__curated_myeloid_suppression	bulkRNA	bulk_sample	24	24	1	24	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.3333333333333334	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__suppressive_myeloid__curated_myeloid_suppression	bulk_perturbation	perturbation_sample	24	24	1	1	0.6153846153846154	2.0	1.0		paired_descriptive_insufficient_n	0.3333333333333334	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.3333333333333334
mechanism_component	mechanism__suppressive_myeloid__curated_myeloid_suppression	scRNA	expression_unit	32821	32821	44	1106	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.3333333333333334	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	measurable	positive_study_family_outer_stability_with_technical_route_concordance_and_null_separation	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__suppressive_myeloid__curated_myeloid_suppression	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__suppressive_myeloid__curated_myeloid_suppression	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__suppressive_myeloid__curated_myeloid_suppression	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__tls_b__reactome_bcr	bulkRNA	bulk_sample	24	24	1	24	0.9934640522875817	2.0	1.0		paired_descriptive_insufficient_n	0.3333333333333334	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__tls_b__reactome_bcr	bulk_perturbation	perturbation_sample	24	24	1	1	0.6666666666666666	2.0	1.0		paired_descriptive_insufficient_n	0.3333333333333334	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.3333333333333334
mechanism_component	mechanism__tls_b__reactome_bcr	scRNA	expression_unit	32821	32821	44	1106	0.6601307189542484	2.0	1.0		paired_descriptive_insufficient_n	0.3333333333333334	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__tls_b__reactome_bcr	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__tls_b__reactome_bcr	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__tls_b__reactome_bcr	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__tls_b__sentinel_tls_b	bulkRNA	bulk_sample	24	24	1	24	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.8095238095238096	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__tls_b__sentinel_tls_b	bulk_perturbation	perturbation_sample	24	24	1	1	0.8	2.0	1.0		paired_descriptive_insufficient_n	0.8095238095238096	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.8095238095238096
mechanism_component	mechanism__tls_b__sentinel_tls_b	scRNA	expression_unit	32821	32821	44	1106	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.8095238095238096	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__tls_b__sentinel_tls_b	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__tls_b__sentinel_tls_b	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__tls_b__sentinel_tls_b	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__wnt_beta_catenin__hallmark_wnt_beta_catenin	bulkRNA	bulk_sample	24	24	1	24	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.6666666666666669	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__wnt_beta_catenin__hallmark_wnt_beta_catenin	bulk_perturbation	perturbation_sample	24	24	1	1	0.8809523809523809	2.0	1.0		paired_descriptive_insufficient_n	0.6666666666666669	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.6666666666666669
mechanism_component	mechanism__wnt_beta_catenin__hallmark_wnt_beta_catenin	scRNA	expression_unit	32821	32821	44	1106	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.6666666666666669	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__wnt_beta_catenin__hallmark_wnt_beta_catenin	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__wnt_beta_catenin__hallmark_wnt_beta_catenin	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__wnt_beta_catenin__hallmark_wnt_beta_catenin	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__wnt_beta_catenin__reactome_wnt	bulkRNA	bulk_sample	24	24	1	24	0.804416403785489	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__wnt_beta_catenin__reactome_wnt	bulk_perturbation	perturbation_sample	24	24	1	1	0.9337539432176656	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.9047619047619048
mechanism_component	mechanism__wnt_beta_catenin__reactome_wnt	scRNA	expression_unit	32821	32821	44	1106	0.9621451104100947	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__wnt_beta_catenin__reactome_wnt	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__wnt_beta_catenin__reactome_wnt	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__wnt_beta_catenin__reactome_wnt	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__wnt_beta_catenin__sentinel_tumor_wnt	bulkRNA	bulk_sample	24	24	1	24	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.5952380952380953	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__wnt_beta_catenin__sentinel_tumor_wnt	bulk_perturbation	perturbation_sample	24	24	1	1	0.875	2.0	1.0		paired_descriptive_insufficient_n	0.5952380952380953	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.5952380952380953
mechanism_component	mechanism__wnt_beta_catenin__sentinel_tumor_wnt	scRNA	expression_unit	32821	32821	44	1106	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.5952380952380953	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__wnt_beta_catenin__sentinel_tumor_wnt	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__wnt_beta_catenin__sentinel_tumor_wnt	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__wnt_beta_catenin__sentinel_tumor_wnt	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
